id_transaccion,id_cliente,monto,fecha,id_tienda,_id,nombre,genero,edad,ingresos,gastos_mensuales,puntos_lealtad,preferencias_producto,ciudad,estado
653,141,6428.31,2022-06-29,8,{'$oid': '69fd6ef6476e52befdc839c0'},Asunción Báez Mojica,Prefiere no decir,68,176453.91,56903.1,704701,"['ropa y calzado', 'Electrónica', 'DEPORTES', 'Hogar y Cocina', 'deportes']",Puerto Vallarta,Jalisco
654,1149,8565.3,07/12/2022,13,{'$oid': '69fd6ef6476e52befdc83db0'},Dr. Genaro Salcido,Femenino,70,103823.75,8070.42,195328,['Electrónica'],Mazatln,Sinaloa
655,138,4429.58,10/04/2022,34,{'$oid': '69fd6ef6476e52befdc839bd'},Celia Antonia Zedillo Rodarte,No binario,34,229100.6,37665.85,644144,"['Deportes', 'Belleza']",Puebla,Puebla
656,1170,687.31,12-02-2020,32,{'$oid': '69fd6ef6476e52befdc83dc5'},Gilberto Virginia Vásquez Véliz,Masculino,36,17960.22,5011.0,139684,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'BELLEZA']",Cancn,Quintana Roo
657,448,6839.11,10-16-2021,63,{'$oid': '69fd6ef6476e52befdc83af3'},Sergio Lira Perea,No binario,64,250169.69,147350.06,333474,"['HOGAR Y COCINA', 'belleza', 'Belleza', 'Ropa y Calzado', 'Deportes']",Villahermosa,Tabasco
658,119,5854.83,05-20-2022,72,{'$oid': '69fd6ef6476e52befdc839aa'},Clara Fonseca del Río,Prefiere no decir,64,134649.0,33421.2,600874,"['hogar y cocina', 'Deportes', 'deportes', 'ROPA Y CALZADO', 'electrónica']",Cancn,Quintana Roo
659,918,5935.47,04-11-2020,22,{'$oid': '69fd6ef6476e52befdc83cc9'},Mtro. Daniel Zavala,No binario,73,44900.77,19836.14,630314,"['deportes', 'Hogar y Cocina']",Oaxaca,Oaxaca
660,158,3362.35,2022-10-12,46,{'$oid': '69fd6ef6476e52befdc839d1'},Bernabé Cornelio Sanabria Almanza,No binario,57,319956.82,280566.05,646889,"['deportes', 'ropa y calzado', 'ELECTRÓNICA', 'Hogar y Cocina']",Aguascalientes,Aguascalientes
661,1143,2992.21,03/10/2021,4,{'$oid': '69fd6ef6476e52befdc83daa'},Abelardo Eloy Casares Tamayo,Prefiere no decir,30,129549.55,50491.32,100173,"['deportes', 'electrónica', 'ROPA Y CALZADO']",Oaxaca,Oaxaca
662,6,1693.65,21/10/2020,41,{'$oid': '69fd6ef6476e52befdc83939'},Lic. Paola Muñiz,No binario,44,109563.61,54537.44,506421,['Deportes'],Morelia,Michoacán
663,632,1961.25,2021-10-28,3,{'$oid': '69fd6ef6476e52befdc83bab'},Yuridia Cervántez,Femenino,19,166479.9,96178.56,610239,"['Belleza', 'ELECTRÓNICA', 'Electrónica']",Zacatecas,Zacatecas
664,655,1031.31,10-31-2023,37,{'$oid': '69fd6ef6476e52befdc83bc2'},Lic. Gonzalo Iglesias,Masculino,52,248625.99,177945.61,662974,"['Ropa y Calzado', 'Belleza']",Colima,Colima
665,360,4610.44,2022-01-05,23,{'$oid': '69fd6ef6476e52befdc83a9b'},Miguel Suárez,Masculino,74,159344.04,130316.14,219468,"['electrónica', 'HOGAR Y COCINA', 'belleza', 'BELLEZA', 'ropa y calzado']",Qro,Querétaro
666,764,108.94,08-14-2022,64,{'$oid': '69fd6ef6476e52befdc83c2f'},Dr. Marco Antonio Montero,No binario,26,332138.76,254226.85,601490,"['ROPA Y CALZADO', 'hogar y cocina', 'ELECTRÓNICA', 'Hogar y Cocina']",Torreón,Coahuila
667,819,6122.25,08/09/2020,76,{'$oid': '69fd6ef6476e52befdc83c66'},Reina Marco Antonio Casas,Prefiere no decir,43,304388.31,152915.13,84426,"['Belleza', 'HOGAR Y COCINA', 'Ropa y Calzado', 'Hogar y Cocina']",Durango,Durango
668,211,2583.64,2021-01-17,47,{'$oid': '69fd6ef6476e52befdc83a06'},Sr(a). Abigail Zarate,No binario,78,320591.12,155360.86,236618,"['Electrónica', 'Hogar y Cocina', 'BELLEZA', 'Ropa y Calzado']",Mazatlán,Sinaloa
669,773,2132.73,2021-04-03,52,{'$oid': '69fd6ef6476e52befdc83c38'},Ángela Ofelia Anaya,No binario,35,198929.82,103378.3,617885,"['Belleza', 'ropa y calzado', 'Ropa y Calzado', 'deportes', 'hogar y cocina']",Querétaro,Querétaro
670,94,8491.13,2023-01-04,69,{'$oid': '69fd6ef6476e52befdc83991'},Carolina Ledesma,No binario,78,247213.1,36052.86,634356,"['DEPORTES', 'ROPA Y CALZADO']",Los Mochis,Sinaloa
671,613,2624.18,2021-01-24,77,{'$oid': '69fd6ef6476e52befdc83b98'},Dr. Eric Pelayo,No binario,31,226874.24,51223.73,557380,"['BELLEZA', 'Deportes', 'ELECTRÓNICA']",Chihuas,Chihuahua
672,909,930.17,"Apr 03, 2023",12,{'$oid': '69fd6ef6476e52befdc83cc0'},Carla Modesto Carrillo Cuellar,Masculino,69,187240.05,117465.69,706591,"['ELECTRÓNICA', 'DEPORTES']",Cancn,Quintana Roo
673,29,680.24,2020-06-17,8,{'$oid': '69fd6ef6476e52befdc83950'},Francisco Javier Hilda Pantoja Alejandro,No binario,66,147495.66,70376.73,183373,['ropa y calzado'],Puerto Vallarta,Jalisco
674,882,446.38,13/10/2020,24,{'$oid': '69fd6ef6476e52befdc83ca5'},Aida Paola Vera Frías,No binario,85,259221.26,179690.69,475903,"['belleza', 'Ropa y Calzado']",Mazatlán,Sinaloa
675,219,1881.54,2021-05-25,13,{'$oid': '69fd6ef6476e52befdc83a0e'},Lucía Ávalos,Femenino,42,22698.61,19974.4,574077,"['deportes', 'DEPORTES', 'Hogar y Cocina']",Culiacán,Sinaloa
676,1113,5511.28,2021-09-08,50,{'$oid': '69fd6ef6476e52befdc83d8c'},Jerónimo Alejandro Casas Marrero,No binario,82,327683.32,302273.23,723004,"['Belleza', 'electrónica', 'ROPA Y CALZADO', 'ropa y calzado']",Zacatecas,Zacatecas
677,649,357.63,2020-06-07,65,{'$oid': '69fd6ef6476e52befdc83bbc'},Miriam Joaquín Flórez Tamez,No binario,21,286115.97,13576.22,493492,"['Electrónica', 'electrónica']",Morelia,Michoacán
678,306,7757.06,2020-12-01,57,{'$oid': '69fd6ef6476e52befdc83a65'},Ing. Luz Duarte,Prefiere no decir,67,36161.7,10819.71,439603,"['ropa y calzado', 'ELECTRÓNICA', 'BELLEZA', 'HOGAR Y COCINA']",Chetumal,Quintana Roo
679,336,1405.59,11-14-2022,11,{'$oid': '69fd6ef6476e52befdc83a83'},Francisco Javier Yolanda Vega Mora,Prefiere no decir,49,94153.25,70455.33,518321,"['Electrónica', 'ROPA Y CALZADO', 'HOGAR Y COCINA', 'Belleza', 'Ropa y Calzado']",Durango,Durango
680,628,3511.7,07-19-2020,57,{'$oid': '69fd6ef6476e52befdc83ba7'},Isabela Anel Collado Llamas,Femenino,83,121335.01,3694.45,255498,"['Electrónica', 'belleza', 'ropa y calzado', 'ELECTRÓNICA']",Tapachul,Chiapas
681,1190,7747.45,2020-05-24,49,{'$oid': '69fd6ef6476e52befdc83dd9'},Ramón Haro Aranda,Femenino,47,15005.21,7868.16,374076,"['Belleza', 'ELECTRÓNICA', 'Hogar y Cocina']",Colima,Colima
682,216,5660.06,25/01/2023,4,{'$oid': '69fd6ef6476e52befdc83a0b'},Patricio Tomás Saucedo,Prefiere no decir,35,189705.51,53006.42,272296,"['ELECTRÓNICA', 'belleza', 'deportes']",Villahermosa,Tabasco
683,316,7784.42,2023-01-19,51,{'$oid': '69fd6ef6476e52befdc83a6f'},Isabela Adán Arredondo,Femenino,84,207404.48,15108.15,3165,['electrónica'],Cancún,Quintana Roo
684,212,9329.73,09/03/2023,1,{'$oid': '69fd6ef6476e52befdc83a07'},Laura Pamela Hinojosa Estrada,Prefiere no decir,61,74069.68,5809.18,222119,['HOGAR Y COCINA'],Zacatecas,Zacatecas
685,349,1429.01,04-14-2023,27,{'$oid': '69fd6ef6476e52befdc83a90'},Bianca Carbajal,Femenino,50,71155.51,20331.55,269924,"['Hogar y Cocina', 'Electrónica', 'Belleza', 'HOGAR Y COCINA']",Mazatlán,Sinaloa
686,1099,6854.72,2021-10-27,22,{'$oid': '69fd6ef6476e52befdc83d7e'},Joaquín Suárez Rodrígez,Prefiere no decir,76,248384.1,108083.23,543623,"['BELLEZA', 'Deportes', 'Hogar y Cocina', 'electrónica', 'Electrónica']",Puebla,Puebla
687,501,7043.0,02-09-2021,51,{'$oid': '69fd6ef6476e52befdc83b28'},Dr. María del Carmen Olivárez,Prefiere no decir,52,344431.83,289035.2,198167,"['ROPA Y CALZADO', 'BELLEZA', 'Belleza', 'Electrónica']",Toluca,Estado de México
688,28,2981.75,23/12/2020,5,{'$oid': '69fd6ef6476e52befdc8394f'},Cristobal Anabel Lugo,Prefiere no decir,41,159370.21,122950.76,201819,['belleza'],Aguascalientes,Aguascalientes
689,252,9207.53,2023-02-03,51,{'$oid': '69fd6ef6476e52befdc83a2f'},Esperanza Maestas,Femenino,74,305204.68,237296.12,387933,['Electrónica'],Culiacán,Sinaloa
690,541,6373.51,2020-04-26,48,{'$oid': '69fd6ef6476e52befdc83b50'},Mtro. Homero Rascón,Masculino,64,25151.94,16122.41,151796,"['hogar y cocina', 'BELLEZA', 'ROPA Y CALZADO', 'Deportes']",Selaya,Guanajuato
691,957,9086.7,07-12-2023,47,{'$oid': '69fd6ef6476e52befdc83cf0'},Eric Candelaria Gutiérrez,No binario,71,99105.89,77776.69,78589,"['BELLEZA', 'Belleza', 'deportes', 'electrónica', 'ROPA Y CALZADO']",La Paz,Baja California Sur
692,896,2195.82,2021-01-22,29,{'$oid': '69fd6ef6476e52befdc83cb3'},Silvano Marroquín Jiménez,No binario,81,5151.88,2362.21,300327,"['belleza', 'Ropa y Calzado', 'Hogar y Cocina', 'hogar y cocina', 'HOGAR Y COCINA']",Cancún,Quintana Roo
693,484,970.51,"Aug 13, 2020",68,{'$oid': '69fd6ef6476e52befdc83b17'},Gerónimo Agustín Domínguez,Femenino,80,91625.62,84073.62,693484,"['hogar y cocina', 'HOGAR Y COCINA', 'ELECTRÓNICA', 'Electrónica']",Saltillo,Coahuila
694,1063,7776.11,25/01/2020,67,{'$oid': '69fd6ef6476e52befdc83d5a'},Marcos Claudio Venegas,Prefiere no decir,38,230143.75,177828.38,553789,"['ROPA Y CALZADO', 'deportes', 'electrónica']",Aguascalientes,Aguascalientes
695,369,7533.77,07-30-2020,47,{'$oid': '69fd6ef6476e52befdc83aa4'},Micaela Virginia Pedroza,No binario,48,43284.04,23026.85,683915,"['ROPA Y CALZADO', 'deportes', 'ELECTRÓNICA', 'DEPORTES', 'electrónica']",Mazatlan,Sinaloa
696,135,2624.71,2021-04-25,63,{'$oid': '69fd6ef6476e52befdc839ba'},Adriana Mesa,Prefiere no decir,50,207740.05,55951.99,504751,"['DEPORTES', 'ELECTRÓNICA', 'BELLEZA']",Mérida,Yucatán
697,840,1783.45,21/01/2021,1,{'$oid': '69fd6ef6476e52befdc83c7b'},Karla Espino Posada,Prefiere no decir,40,221638.16,137811.93,698575,"['hogar y cocina', 'ROPA Y CALZADO', 'deportes']",Chihuas,Chihuahua
698,671,5707.34,30/06/2023,28,{'$oid': '69fd6ef6476e52befdc83bd2'},Mauricio Flavio Valdivia Echeverría,Prefiere no decir,45,156477.61,110067.21,161191,"['electrónica', 'HOGAR Y COCINA', 'BELLEZA', 'ELECTRÓNICA', 'ropa y calzado']",Chetumal,Quintana Roo
699,890,1122.71,12-21-2022,15,{'$oid': '69fd6ef6476e52befdc83cad'},Julio César Cortez,No binario,29,297120.02,56159.46,151657,"['HOGAR Y COCINA', 'BELLEZA', 'Belleza']",Zacatecas,Zacatecas
700,998,4609.92,"Dec 13, 2023",49,{'$oid': '69fd6ef6476e52befdc83d19'},Rubén Maximiliano Zayas,Masculino,64,258175.46,241965.87,21539,"['Hogar y Cocina', 'hogar y cocina']",Celay,Guanajuato
701,17,1823.79,03-07-2020,24,{'$oid': '69fd6ef6476e52befdc83944'},Iván José María Rascón Tafoya,Prefiere no decir,84,31118.26,26043.16,59935,"['Hogar y Cocina', 'Belleza', 'deportes', 'ropa y calzado', 'Deportes']",Mérida,Yucatán
702,1159,8698.15,01-08-2023,10,{'$oid': '69fd6ef6476e52befdc83dba'},Dr. Alfredo Pérez,No binario,20,22160.09,17005.89,541710,"['ROPA Y CALZADO', 'Deportes', 'deportes']",Puerto Vallarta,Jalisco
703,265,4342.83,2020-07-03,8,{'$oid': '69fd6ef6476e52befdc83a3c'},Paulina Linares,No binario,24,117209.8,15938.5,269035,"['Ropa y Calzado', 'BELLEZA', 'hogar y cocina']",Morelia,Michoacán
704,910,3350.01,2021-12-31,37,{'$oid': '69fd6ef6476e52befdc83cc1'},Ángela Roberto Barela Polanco,Prefiere no decir,83,333028.68,296224.05,596167,"['electrónica', 'ropa y calzado', 'ROPA Y CALZADO', 'Electrónica', 'hogar y cocina']",Cuernavaca,Morelos
705,5,7950.76,2023-05-30,30,{'$oid': '69fd6ef6476e52befdc83938'},Francisco Lebrón,Prefiere no decir,51,104963.33,43225.78,500090,['ROPA Y CALZADO'],Tapachul,Chiapas
706,50,4353.5,05-23-2021,21,{'$oid': '69fd6ef6476e52befdc83965'},Hernán Cepeda,No binario,23,163621.77,14489.18,700815,"['ROPA Y CALZADO', 'belleza', 'Ropa y Calzado', 'ropa y calzado']",Campeche,Campeche
707,995,8936.69,12-25-2023,37,{'$oid': '69fd6ef6476e52befdc83d16'},Ing. Virginia Zamudio,Prefiere no decir,38,309668.49,176389.78,308584,"['deportes', 'Hogar y Cocina', 'Belleza', 'HOGAR Y COCINA', 'DEPORTES']",Celaya,Guanajuato
708,47,8601.18,16/06/2021,31,{'$oid': '69fd6ef6476e52befdc83962'},Mayte Estrada Bravo,Masculino,59,40581.52,32072.13,99464,"['Deportes', 'Belleza']",Saltillo,Coahuila
709,389,9509.53,"Oct 23, 2022",35,{'$oid': '69fd6ef6476e52befdc83ab8'},Lucas Pedro Colunga,Prefiere no decir,74,295056.21,210473.4,516863,['Electrónica'],Monterrey,Nuevo León
710,494,2886.73,2022-01-23,17,{'$oid': '69fd6ef6476e52befdc83b21'},Ing. Flavio Carrero,Prefiere no decir,56,281870.17,244345.33,617267,['Deportes'],Querétaro,Querétaro
711,668,1666.11,2023-06-22,54,{'$oid': '69fd6ef6476e52befdc83bcf'},Francisco Eugenia Rosado,No binario,56,9881.23,8310.89,437753,['Electrónica'],Chihuahua,Chihuahua
712,181,5487.96,2022-07-10,1,{'$oid': '69fd6ef6476e52befdc839e8'},Citlali Serrano,Femenino,85,79927.23,59254.18,672680,"['Hogar y Cocina', 'Deportes']",Villahermosa,Tabasco
713,1034,414.23,10/12/2023,9,{'$oid': '69fd6ef6476e52befdc83d3d'},Caridad Nancy Vera,Femenino,19,87652.99,27169.71,160949,"['Ropa y Calzado', 'DEPORTES', 'electrónica', 'Belleza', 'HOGAR Y COCINA']",Cancún,Quintana Roo
714,797,841.8,2022-05-04,32,{'$oid': '69fd6ef6476e52befdc83c50'},Santiago Mariana Miranda Carrión,No binario,46,169838.5,41716.81,79706,"['Belleza', 'HOGAR Y COCINA']",Saltillo,Coahuila
715,372,6996.8,2023-12-16,69,{'$oid': '69fd6ef6476e52befdc83aa7'},Ignacio Yeni Valdivia,Masculino,50,105204.38,78390.96,517887,"['DEPORTES', 'electrónica']",Mérida,Yucatán
716,902,2536.54,08/12/2023,80,{'$oid': '69fd6ef6476e52befdc83cb9'},Mtro. Cristobal Miranda,Masculino,30,125612.41,31426.16,302696,"['ELECTRÓNICA', 'Deportes']",Aguascalientes,Aguascalientes
717,408,5703.38,2022-02-07,24,{'$oid': '69fd6ef6476e52befdc83acb'},Tomás Zedillo,Femenino,85,314292.89,28112.21,102664,"['ropa y calzado', 'Belleza', 'DEPORTES']",Celay,Guanajuato
718,732,7343.21,2022-02-24,35,{'$oid': '69fd6ef6476e52befdc83c0f'},Mitzy Inés Jasso Cervantes,Prefiere no decir,33,303393.84,166179.0,20476,['Deportes'],Villahermosa,Tabasco
719,566,1448.88,09-14-2023,42,{'$oid': '69fd6ef6476e52befdc83b69'},Dr. Espartaco Acevedo,Masculino,65,173725.63,116301.54,205478,['hogar y cocina'],Colima,Colima
720,466,9589.84,30/07/2023,1,{'$oid': '69fd6ef6476e52befdc83b05'},Leticia Ceballos Carrasco,No binario,55,6059.1,1640.39,493452,"['ropa y calzado', 'Deportes', 'Ropa y Calzado']",Chihuahua,Chihuahua
721,69,7670.99,14/10/2023,16,{'$oid': '69fd6ef6476e52befdc83978'},Guadalupe Molina,Masculino,85,14807.41,9660.56,163772,['belleza'],Morelia,Michoacán
722,751,6029.56,26/08/2022,17,{'$oid': '69fd6ef6476e52befdc83c22'},Ramiro Manzanares Rodríguez,Masculino,28,217001.38,55129.99,226455,['BELLEZA'],Chetumal,Quintana Roo
723,586,5296.01,20/10/2020,67,{'$oid': '69fd6ef6476e52befdc83b7d'},Amanda Pichardo Jurado,No binario,72,121277.52,24384.17,113741,"['hogar y cocina', 'Belleza', 'HOGAR Y COCINA', 'Hogar y Cocina', 'BELLEZA']",Aguascalientes,Aguascalientes
724,158,1205.62,03/07/2020,6,{'$oid': '69fd6ef6476e52befdc839d1'},Bernabé Cornelio Sanabria Almanza,No binario,57,319956.82,280566.05,646889,"['deportes', 'ropa y calzado', 'ELECTRÓNICA', 'Hogar y Cocina']",Aguascalientes,Aguascalientes
725,622,2859.35,23/03/2020,11,{'$oid': '69fd6ef6476e52befdc83ba1'},Sara Rosario,Femenino,79,159345.73,36085.66,642733,"['Electrónica', 'belleza']",Aguascalientes,Aguascalientes
726,1133,9119.85,2022-02-12,17,{'$oid': '69fd6ef6476e52befdc83da0'},Abel Ybarra Gallardo,Masculino,60,281428.61,104465.27,502309,"['Ropa y Calzado', 'HOGAR Y COCINA', 'ELECTRÓNICA', 'Deportes', 'electrónica']",Campeche,Campeche
727,291,2257.4,2021-04-08,80,{'$oid': '69fd6ef6476e52befdc83a56'},Serafín Irene Quintana Fonseca,Masculino,51,46901.23,18292.3,588509,"['DEPORTES', 'Belleza']",Chihuas,Chihuahua
728,15,7265.64,08-20-2022,62,{'$oid': '69fd6ef6476e52befdc83942'},Ing. Elvia Ferrer,Masculino,78,143855.71,134667.89,275293,"['BELLEZA', 'Deportes', 'ropa y calzado', 'electrónica', 'deportes']",Cuernavaca,Morelos
729,285,7836.1,09-14-2023,4,{'$oid': '69fd6ef6476e52befdc83a50'},Citlali Lozada Villa,Femenino,79,288330.47,243396.99,441790,"['deportes', 'Electrónica', 'electrónica', 'HOGAR Y COCINA', 'BELLEZA']",Colima,Colima
730,800,7315.24,05/06/2020,29,{'$oid': '69fd6ef6476e52befdc83c53'},Raúl Tijerina,Prefiere no decir,59,319006.15,242662.46,501285,"['Ropa y Calzado', 'Hogar y Cocina', 'electrónica']",Chetumal,Quintana Roo
731,940,8845.55,10/11/2021,3,{'$oid': '69fd6ef6476e52befdc83cdf'},Lucía Octavio Suárez,No binario,79,94282.24,86999.52,57861,"['belleza', 'ropa y calzado', 'deportes', 'Electrónica']",Mérida,Yucatán
732,225,2993.16,2021-11-25,80,{'$oid': '69fd6ef6476e52befdc83a14'},Alejandro Nadia López Rivera,Femenino,26,161817.26,23345.92,31949,"['Ropa y Calzado', 'hogar y cocina']",Guadalajara,Jalisco
733,1060,7568.93,28/02/2022,63,{'$oid': '69fd6ef6476e52befdc83d57'},Eduardo Pichardo,No binario,26,9776.61,5065.4,617989,"['Electrónica', 'electrónica']",Guadalajara,Jalisco
734,707,7241.24,02-12-2020,73,{'$oid': '69fd6ef6476e52befdc83bf6'},Zeferino Diego Caballero,No binario,49,251841.36,113821.49,251734,['Electrónica'],Villahermosa,Tabasco
735,131,6951.78,2022-10-21,65,{'$oid': '69fd6ef6476e52befdc839b6'},Olivia Israel Alva,Femenino,59,103280.01,53102.05,410086,"['Belleza', 'Electrónica']",Tepic,Nayarit
736,1003,2698.71,2021-08-25,67,{'$oid': '69fd6ef6476e52befdc83d1e'},Lic. Enrique Palomo,Prefiere no decir,81,318818.79,108790.3,251790,"['DEPORTES', 'Electrónica', 'belleza', 'Deportes']",Colima,Colima
737,786,6348.81,02-02-2021,60,{'$oid': '69fd6ef6476e52befdc83c45'},Jos Girón,Prefiere no decir,64,30699.65,26412.13,68202,"['ROPA Y CALZADO', 'deportes', 'belleza']",Chetumal,Quintana Roo
738,355,4348.7,11-11-2023,77,{'$oid': '69fd6ef6476e52befdc83a96'},Lic. Iván Fajardo,Prefiere no decir,33,64922.2,51161.39,358315,"['Electrónica', 'Deportes', 'deportes', 'ropa y calzado']",Culiacán,Sinaloa
739,421,5639.82,09-04-2022,32,{'$oid': '69fd6ef6476e52befdc83ad8'},Mtro. Amalia Reyna,Femenino,31,131670.22,120351.07,610178,"['Ropa y Calzado', 'Belleza', 'BELLEZA', 'Deportes']",Puerto Vallarta,Jalisco
740,465,2080.73,2021-06-07,47,{'$oid': '69fd6ef6476e52befdc83b04'},Angélica Aparicio Cervantes,No binario,62,209355.98,154318.19,392206,"['ropa y calzado', 'hogar y cocina']",Los Mochis,Sinaloa
741,1152,5590.59,2020-12-09,78,{'$oid': '69fd6ef6476e52befdc83db3'},Lorena Gregorio Ledesma Trejo,Prefiere no decir,50,317782.57,285958.42,476431,"['belleza', 'Ropa y Calzado', 'hogar y cocina', 'electrónica']",Villahermosa,Tabasco
742,214,5042.55,2021-01-13,68,{'$oid': '69fd6ef6476e52befdc83a09'},Ing. Liliana Jáquez,Masculino,35,182732.49,56969.0,293491,"['ropa y calzado', 'ELECTRÓNICA']",Monterrey,Nuevo León
743,808,6756.37,2022-06-20,51,{'$oid': '69fd6ef6476e52befdc83c5b'},Alfredo Crespo Bustos,Femenino,42,155160.3,100944.67,401973,"['DEPORTES', 'deportes', 'Hogar y Cocina', 'Deportes', 'hogar y cocina']",Puerto Vallarta,Jalisco
744,698,4784.5,"Sep 20, 2020",9,{'$oid': '69fd6ef6476e52befdc83bed'},Guadalupe Aldonza Reyna,Masculino,20,203670.23,188596.83,64490,"['electrónica', 'BELLEZA']",Colima,Colima
745,993,4885.67,04/02/2022,35,{'$oid': '69fd6ef6476e52befdc83d14'},Cynthia Nadia Dávila,Prefiere no decir,62,273619.54,189935.2,182986,"['HOGAR Y COCINA', 'ELECTRÓNICA', 'Electrónica', 'belleza']",Culiacán,Sinaloa
746,1170,3018.64,2023-10-30,26,{'$oid': '69fd6ef6476e52befdc83dc5'},Gilberto Virginia Vásquez Véliz,Masculino,36,17960.22,5011.0,139684,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'BELLEZA']",Cancn,Quintana Roo
747,754,5614.84,2021-08-31,60,{'$oid': '69fd6ef6476e52befdc83c25'},Dr. Jerónimo Laureano,Masculino,19,186785.5,151290.08,655913,"['ROPA Y CALZADO', 'Belleza', 'ELECTRÓNICA']",Puerto Vallarta,Jalisco
748,682,217.15,2020-09-02,11,{'$oid': '69fd6ef6476e52befdc83bdd'},Alejandra Flavio Mesa,Femenino,47,51248.56,18881.65,635178,"['Hogar y Cocina', 'Ropa y Calzado']",Cuernavaca,Morelos
749,1050,7558.29,02-24-2021,37,{'$oid': '69fd6ef6476e52befdc83d4d'},Lourdes María Elena Guzmán,Femenino,65,326014.22,68600.57,650707,['Electrónica'],Mazatlan,Sinaloa
750,499,2441.61,"Jul 03, 2021",7,{'$oid': '69fd6ef6476e52befdc83b26'},Leticia Tello Navarro,Prefiere no decir,72,31296.69,26475.91,279885,['belleza'],Puerto Vallarta,Jalisco
751,558,9563.16,02-22-2022,57,{'$oid': '69fd6ef6476e52befdc83b61'},Mario Montez Saldivar,No binario,84,101145.24,90453.41,661973,['HOGAR Y COCINA'],Chetumal,Quintana Roo
752,81,9060.73,10/11/2023,69,{'$oid': '69fd6ef6476e52befdc83984'},Gustavo Raúl Borrego Alarcón,Femenino,69,54920.87,34039.4,718759,"['ropa y calzado', 'Ropa y Calzado', 'DEPORTES', 'deportes', 'Belleza']",Mérida,Yucatán
753,1174,1948.2,07-22-2021,18,{'$oid': '69fd6ef6476e52befdc83dc9'},Luis Miguel Guillermo Corral,Masculino,21,247409.21,176412.01,116894,['BELLEZA'],La Paz,Baja California Sur
754,600,214.08,18/04/2020,75,{'$oid': '69fd6ef6476e52befdc83b8b'},Óliver Eva Romero Segovia,Prefiere no decir,72,148937.96,109547.98,228825,['Electrónica'],Celaya,Guanajuato
755,623,1275.08,2021-10-21,4,{'$oid': '69fd6ef6476e52befdc83ba2'},Pilar Vanesa Núñez,Masculino,19,106871.93,88481.9,261988,['BELLEZA'],Qro,Querétaro
756,895,2186.93,03-04-2023,47,{'$oid': '69fd6ef6476e52befdc83cb2'},Ing. Yeni Castro,Femenino,44,144841.43,85381.87,621307,"['Hogar y Cocina', 'Electrónica', 'ropa y calzado', 'deportes', 'Deportes']",Chetumal,Quintana Roo
757,1039,4675.96,08-10-2021,77,{'$oid': '69fd6ef6476e52befdc83d42'},María Luisa Posada,Prefiere no decir,27,102483.26,91218.58,144615,"['Deportes', 'HOGAR Y COCINA']",Puerto Vallarta,Jalisco
758,406,920.18,2022-06-21,46,{'$oid': '69fd6ef6476e52befdc83ac9'},Nancy Cantú,Prefiere no decir,48,57202.23,5165.38,112848,"['ropa y calzado', 'ELECTRÓNICA', 'Ropa y Calzado']",Durango,Durango
759,707,9309.85,05/01/2020,14,{'$oid': '69fd6ef6476e52befdc83bf6'},Zeferino Diego Caballero,No binario,49,251841.36,113821.49,251734,['Electrónica'],Villahermosa,Tabasco
760,240,6805.35,2021-10-28,36,{'$oid': '69fd6ef6476e52befdc83a23'},Esperanza Pedro Abreu Almaraz,No binario,28,202382.25,191690.35,498050,['belleza'],Hermosillo,Sonora
761,126,9558.44,11-15-2020,60,{'$oid': '69fd6ef6476e52befdc839b1'},Porfirio Raúl Archuleta,Masculino,23,329473.93,143399.14,504722,"['Belleza', 'HOGAR Y COCINA']",Aguascalientes,Aguascalientes
762,299,3072.62,29/08/2021,23,{'$oid': '69fd6ef6476e52befdc83a5e'},Mtro. Vanesa Zepeda,No binario,45,141178.55,116649.76,60970,"['Hogar y Cocina', 'BELLEZA', 'ROPA Y CALZADO']",Hermosillo,Sonora
763,908,1856.52,01/12/2020,24,{'$oid': '69fd6ef6476e52befdc83cbf'},Jerónimo Aldonza Ojeda,No binario,82,99682.82,15921.37,498355,"['HOGAR Y COCINA', 'ropa y calzado', 'belleza', 'Hogar y Cocina']",Morelia,Michoacán
764,995,8704.96,09-07-2022,54,{'$oid': '69fd6ef6476e52befdc83d16'},Ing. Virginia Zamudio,Prefiere no decir,38,309668.49,176389.78,308584,"['deportes', 'Hogar y Cocina', 'Belleza', 'HOGAR Y COCINA', 'DEPORTES']",Celaya,Guanajuato
765,489,2674.23,"Apr 19, 2021",16,{'$oid': '69fd6ef6476e52befdc83b1c'},Víctor Chapa Rodrígez,Femenino,80,335800.94,247898.77,368925,"['ELECTRÓNICA', 'hogar y cocina']",Tepic,Nayarit
766,685,5367.25,11-17-2022,73,{'$oid': '69fd6ef6476e52befdc83be0'},Ing. Nicolás Farías,No binario,51,18669.92,5415.21,91292,"['ropa y calzado', 'ROPA Y CALZADO']",Puebla,Puebla
767,954,4493.47,2023-10-12,47,{'$oid': '69fd6ef6476e52befdc83ced'},Ángel de la Fuente,Masculino,47,42988.92,1368.06,199044,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'electrónica']",Tapachula,Chiapas
