id_transaccion,id_cliente,monto,fecha,id_tienda,_id,nombre,genero,edad,localizacion,ingresos,gastos_mensuales,puntos_lealtad,preferencias_producto,segmento_cliente,ratio_gasto_ingreso,monto_por_edad,nivel_lealtad,ingreso_anual_estimado,ahorro_estimado,indice_consumo,score_financiero,comportamiento_1,comportamiento_2,comportamiento_3,comportamiento_4,comportamiento_5,comportamiento_6,comportamiento_7,comportamiento_8,comportamiento_9,comportamiento_10,PCA_1,PCA_2,PCA_3
122,747,2267.17,2023-07-13,10,{'$oid': '69fd6ef6476e52befdc83c1e'},Sergio Vicente Vargas,Masculino,30,"{'ciudad': 'Oaxaca', 'estado': 'Oaxca'}",134066.72,82489.84,560802,"['Electrónica', 'ROPA Y CALZADO', 'Hogar y Cocina', 'belleza']",Estándar,0.6152848724510269,73.13451612903226,560.802,1608800.6400000001,51576.880000000005,84757.01,179193.76,41,88,41,1,28,99,39,23,92,82,-0.026814952575978213,0.3017741299491042,0.3115236510636246
123,512,1727.96,2022-07-26,33,{'$oid': '69fd6ef6476e52befdc83b33'},Lorena Ana Luisa Robles Tamayo,Prefiere no decir,77,"{'ciudad': 'Chetumal', 'estado': 'Q Roo'}",26890.42,11641.71,12236,['ROPA Y CALZADO'],Estándar,0.4329154057316423,22.153333333333332,12.236,322685.04,15248.71,13369.669999999998,15892.41,28,95,24,29,22,47,45,77,40,52,-0.9774462804115318,-0.5861697607927066,-0.12715066988765303
124,879,168.88,2023-01-06,65,{'$oid': '69fd6ef6476e52befdc83ca2'},Dr. Karla Paz,Prefiere no decir,74,"{'ciudad': 'Chihuahua', 'estado': 'Chihuahua'}",320307.09,292765.38,183014,['belleza'],Estándar,0.9140118190583322,2.251733333333333,183.014,3843685.08,27541.71000000002,292934.26,196756.34500000003,7,31,24,9,86,89,34,44,3,99,0.827692783665475,-0.8223651126520257,0.4052657532792127
125,1111,1700.25,2021-07-15,31,{'$oid': '69fd6ef6476e52befdc83d8a'},Dr. Esperanza Estrada,Prefiere no decir,18,"{'ciudad': 'Villaermosa', 'estado': 'Tabazco'}",45069.03,42749.14,341141,"['HOGAR Y COCINA', 'ELECTRÓNICA']",Premium Joven,0.9485048046340329,89.48684210526316,341.141,540828.36,2319.8899999999994,44449.39,90762.715,73,40,96,9,98,60,22,1,41,53,-0.5374624365061234,-0.08332151549675682,0.525866146222526
126,1121,8217.89,2022-06-26,23,{'$oid': '69fd6ef6476e52befdc83d94'},Irene Claudia Marrero,Masculino,57,"{'ciudad': 'Tijuna', 'estado': 'Baja California'}",98728.39,17414.29,13097,"['Belleza', 'hogar y cocina', 'belleza', 'electrónica']",Estándar,0.1763840534211748,141.68775862068964,13.097,1184740.68,81314.1,25632.18,51983.595,72,48,97,22,29,48,71,57,93,85,-0.6523746898481566,-0.4745429928484205,-0.4423428946421535
127,628,3682.39,2020-03-20,36,{'$oid': '69fd6ef6476e52befdc83ba7'},Isabela Anel Collado Llamas,Femenino,83,"{'ciudad': 'Tapachul', 'estado': 'Chiapas'}",121335.01,3694.45,255498,"['Electrónica', 'belleza', 'ropa y calzado', 'ELECTRÓNICA']",Estándar,0.030448092037969603,43.83797619047619,255.498,1456020.1199999999,117640.56,7376.84,111767.10500000001,12,51,38,63,43,20,33,76,33,80,-0.4817274009432102,-0.02620220769433912,-0.531357440860228
128,385,6200.76,2023-05-30,56,{'$oid': '69fd6ef6476e52befdc83ab4'},José Emilio Estela Orta Alvarado,Masculino,65,"{'ciudad': 'Hermosillo', 'estado': 'Sonor'}",151168.78,43858.28,589201,"['hogar y cocina', 'HOGAR Y COCINA', 'ropa y calzado', 'ELECTRÓNICA']",Estándar,0.2901259762367849,93.9509090909091,589.201,1814025.3599999999,107310.5,50059.04,193424.59000000003,34,43,44,66,42,19,6,27,79,56,-0.037820508992421065,0.4572222673847283,-0.06435176967309642
129,648,2827.78,2021-03-24,42,{'$oid': '69fd6ef6476e52befdc83bbb'},Joaquín Manzanares Colón,No binario,81,"{'ciudad': 'Chetumal', 'estado': 'Quintan Roo'}",83218.15,67409.25,67510,"['BELLEZA', 'Ropa y Calzado']",Estándar,0.8100208906243335,34.48512195121951,67.51,998617.7999999999,15808.899999999994,70237.03,55111.075,33,98,57,80,60,42,16,25,60,90,-0.576969885446939,-0.684482283925312,0.20027513146923687
130,214,8406.29,2022-10-09,48,{'$oid': '69fd6ef6476e52befdc83a09'},Ing. Liliana Jáquez,Masculino,35,"{'ciudad': 'Monterrey', 'estado': 'Nuevo Leon'}",182732.49,56969.0,293491,"['ropa y calzado', 'ELECTRÓNICA']",Estándar,0.31176003916961254,233.5080555555556,293.491,2192789.88,125763.48999999999,65375.29,150064.445,48,55,59,58,77,77,72,86,64,73,-0.03948506523010886,-0.04387943137202144,-0.308548044315632
131,175,2430.36,2023-12-05,25,{'$oid': '69fd6ef6476e52befdc839e2'},Raquel Roberto Pichardo Ponce,Femenino,40,"{'ciudad': 'Chihuahua', 'estado': 'Chihuahua'}",178375.75,3700.44,190579,"['ROPA Y CALZADO', 'Belleza', 'HOGAR Y COCINA']",Estándar,0.020745080286528373,59.27707317073171,190.579,2140509.0,174675.31,6130.8,127303.675,23,88,34,70,71,76,23,62,62,87,-0.2624340852782673,-0.08754135754774878,-0.7318417330599212
132,561,8621.53,2021-03-02,36,{'$oid': '69fd6ef6476e52befdc83b64'},Abelardo Luisa Muñoz,Masculino,43,"{'ciudad': 'Cancún', 'estado': 'Quintan Roo'}",14592.92,11174.46,545910,"['Hogar y Cocina', 'deportes', 'Ropa y Calzado']",Estándar,0.7656928364688856,195.94386363636366,545.91,175115.04,3418.460000000001,19795.989999999998,116478.46,62,49,75,55,74,49,18,98,79,66,-0.6113765933278086,0.3268051416266395,0.4693724619246821
133,739,6700.11,2020-08-11,78,{'$oid': '69fd6ef6476e52befdc83c16'},Alonso María Elena Herrera,Masculino,53,"{'ciudad': 'Guadalajara', 'estado': 'Jalisko'}",114914.68,95332.99,31722,"['BELLEZA', 'HOGAR Y COCINA', 'Electrónica']",Estándar,0.8295907921355903,124.0761111111111,31.722,1378976.16,19581.689999999988,102033.1,63801.74,88,90,95,13,92,15,14,18,7,67,-0.38313167950891935,-0.7360867945428757,0.22323719273485726
134,462,8551.77,2023-08-27,55,{'$oid': '69fd6ef6476e52befdc83b01'},Martha Lucio,Masculino,30,"{'ciudad': 'Chetumal', 'estado': 'Quintana Roo'}",30319.34,13245.99,115900,"['BELLEZA', 'ropa y calzado', 'Hogar y Cocina']",Estándar,0.43686812219124194,275.8635483870968,115.9,363832.08,17073.35,21797.760000000002,38339.67,37,80,82,97,68,60,50,80,76,33,-0.8363162512584134,-0.33419095117442416,-0.07356363347620304
135,937,9351.54,2021-05-08,51,{'$oid': '69fd6ef6476e52befdc83cdc'},Dr. Mauricio Maldonado,No binario,33,"{'ciudad': 'Tepic', 'estado': 'Nayarit'}",173320.18,56628.81,555204,"['Hogar y Cocina', 'Belleza', 'Ropa y Calzado', 'electrónica', 'deportes']",Estándar,0.3267275817069789,275.0452941176471,555.204,2079842.16,116691.37,65980.35,197700.89,99,57,23,19,59,68,61,93,50,88,0.0899957481373681,0.42028489662741303,-0.08647206424614395
136,143,6354.56,2021-03-19,30,{'$oid': '69fd6ef6476e52befdc839c2'},Rebeca Fidel Oquendo,Femenino,22,"{'ciudad': 'Monterrey', 'estado': 'Nuevo Leon'}",127789.19,88060.28,611400,"['deportes', 'BELLEZA', 'ROPA Y CALZADO', 'HOGAR Y COCINA']",Premium Joven,0.6891004700752068,276.28521739130434,611.4,1533470.28,39728.91,94414.84,186174.595,44,77,86,79,96,79,36,30,39,23,0.022275461642924377,0.3859930370232128,0.4044621233180929
137,185,7998.53,2020-05-19,39,{'$oid': '69fd6ef6476e52befdc839ec'},Juana Hilda Haro,No binario,29,"{'ciudad': 'Tijuana', 'estado': 'Baja Calif.'}",66642.63,6312.33,453034,"['ropa y calzado', 'hogar y cocina']",Premium Joven,0.09471767969421833,266.61766666666665,453.034,799711.56,60330.3,14310.86,123928.115,86,15,43,33,86,81,15,30,71,6,-0.5191172690482402,0.3964022120590302,-0.15831833281327967
138,564,5083.98,2023-12-06,21,{'$oid': '69fd6ef6476e52befdc83b67'},Vanesa Ramírez Ontiveros,Masculino,73,"{'ciudad': 'Morelía', 'estado': 'Michoacan'}",184586.29,144515.41,710433,"['BELLEZA', 'belleza', 'electrónica', 'ropa y calzado']",Estándar,0.7829109469021405,68.70243243243243,710.433,2215035.48,40070.880000000005,149599.39,234379.745,91,27,82,74,84,27,5,84,47,85,0.37363870039193614,0.3682339817731732,0.5484767028534343
139,734,2625.52,2020-01-30,41,{'$oid': '69fd6ef6476e52befdc83c11'},Virginia Chapa,Masculino,37,"{'ciudad': 'Campeche', 'estado': 'Campeche'}",183974.82,126679.27,67673,"['belleza', 'HOGAR Y COCINA', 'ROPA Y CALZADO']",Estándar,0.6885647798716157,69.09263157894736,67.673,2207697.84,57295.55,129304.79000000001,105522.01000000001,35,68,40,65,84,75,53,47,70,47,-0.05084177551620739,-0.6717778200828071,0.022047955224082372
140,596,7552.84,2022-04-08,22,{'$oid': '69fd6ef6476e52befdc83b87'},Dr. Gilberto Covarrubias,No binario,49,"{'ciudad': 'Toluca', 'estado': 'Estado Mex'}",318701.91,189235.21,735629,"['Belleza', 'hogar y cocina', 'ROPA Y CALZADO', 'Ropa y Calzado']",Estándar,0.5937668093460459,151.0568,735.629,3824422.92,129466.69999999998,196788.05,306476.755,65,80,47,60,6,55,48,22,26,58,1.0182786596452706,0.4212334589927735,0.2518248504381338
141,233,4379.63,2020-04-08,75,{'$oid': '69fd6ef6476e52befdc83a1c'},Liliana Contreras,Prefiere no decir,19,"{'ciudad': 'Los Mochis', 'estado': 'Sinloa'}",249704.96,232247.67,465551,"['deportes', 'DEPORTES', 'Belleza', 'Deportes']",Premium Joven,0.9300846083129134,218.9815,465.551,2996459.52,17457.28999999998,236627.30000000002,217962.68,99,64,41,12,73,87,79,42,58,5,0.6801587241608116,-0.1553593894785537,0.6206360478036674
142,629,1444.88,2022-04-14,16,{'$oid': '69fd6ef6476e52befdc83ba8'},Jonás Magdalena Solorio,No binario,37,"{'ciudad': 'Cancún', 'estado': 'Q Roo'}",258267.93,51360.1,681874,"['ROPA Y CALZADO', 'ropa y calzado', 'electrónica']",Estándar,0.19886286747693577,38.02315789473685,681.874,3099215.16,206907.83,52804.979999999996,265508.765,47,94,47,43,28,15,11,34,73,77,0.47311230346743494,0.6666623423537295,-0.33658151204141884
143,426,1490.68,2023-02-05,22,{'$oid': '69fd6ef6476e52befdc83add'},Cristina Andrea Cepeda Oquendo,Masculino,73,"{'ciudad': 'Cuernavaca', 'estado': 'Morels'}",247320.29,67104.8,323161,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'Ropa y Calzado']",Estándar,0.2713264191691706,20.144324324324327,323.161,2967843.48,180215.49,68595.48,188292.345,78,30,20,93,77,52,2,63,51,77,0.21104016351842225,-0.06400906678362378,-0.4483443008471403
144,97,4694.91,2022-02-21,2,{'$oid': '69fd6ef6476e52befdc83994'},Cecilia Robles Tafoya,No binario,73,"{'ciudad': 'Guadalajara', 'estado': 'Jalisco'}",158636.64,121789.45,282773,['deportes'],Estándar,0.7677210150125783,63.44472972972973,282.773,1903639.6800000002,36847.19000000002,126484.36,135872.92,3,36,77,17,31,31,87,4,88,83,-0.03143405182052206,-0.3317573568695816,0.2988835160278795
145,469,292.45,2021-11-21,52,{'$oid': '69fd6ef6476e52befdc83b08'},Trinidad Girón Patiño,No binario,26,"{'ciudad': 'Tepic', 'estado': 'Nayarit'}",244115.74,129929.8,15745,['Deportes'],Estándar,0.5322445318579955,10.83148148148148,15.745,2929388.88,114185.93999999999,130222.25,125206.87,1,67,65,68,39,90,24,31,52,9,0.1510750419967848,-0.724175855058955,-0.26319932908125754
146,946,4314.08,2020-03-26,16,{'$oid': '69fd6ef6476e52befdc83ce5'},Rocío Barreto,No binario,56,"{'ciudad': 'Torreón', 'estado': 'Coahuila'}",129310.43,12385.26,244804,['Belleza'],Estándar,0.09577854022649043,75.68561403508772,244.804,1551725.16,116925.17,16699.34,113616.015,5,86,68,29,50,7,82,51,94,3,-0.4082188200699517,-0.025492040624559398,-0.48001862941443885
147,878,4502.69,2023-01-07,44,{'$oid': '69fd6ef6476e52befdc83ca1'},Violeta Beatriz Zayas,Masculino,20,"{'ciudad': 'Tepic', 'estado': 'Nayarit'}",88026.67,4223.53,220932,"['belleza', 'DEPORTES', 'deportes', 'Ropa y Calzado']",Premium Joven,0.04797957278660221,214.4138095238095,220.932,1056320.04,83803.14,8726.22,88199.735,90,86,24,55,78,13,68,50,16,61,-0.5829664851732003,0.002869718091105977,-0.42918849244481705
148,494,6357.94,2023-04-21,52,{'$oid': '69fd6ef6476e52befdc83b21'},Ing. Flavio Carrero,Prefiere no decir,56,"{'ciudad': 'Queretaro', 'estado': 'Queretrao'}",281870.17,244345.33,617267,['Deportes'],Estándar,0.8668688252154344,111.54280701754385,617.267,3382442.04,37524.84,250703.27,264388.485,14,49,36,7,86,54,79,14,48,95,0.8987158040116878,0.07630162089320813,0.6184983124714496
149,462,355.52,2022-02-28,45,{'$oid': '69fd6ef6476e52befdc83b01'},Martha Lucio,Masculino,30,"{'ciudad': 'Chetumal', 'estado': 'Quintana Roo'}",30319.34,13245.99,115900,"['BELLEZA', 'ropa y calzado', 'Hogar y Cocina']",Estándar,0.43686812219124194,11.468387096774192,115.9,363832.08,17073.35,13601.51,38339.67,27,76,45,44,37,13,12,8,27,64,-0.8611871201536403,-0.33789631504432543,-0.03658559337895928
150,676,5401.38,2022-04-29,6,{'$oid': '69fd6ef6476e52befdc83bd7'},María Luisa Tania Hidalgo,Masculino,28,"{'ciudad': 'Tepic', 'estado': 'Nayarit'}",154650.53,84568.53,341373,"['ROPA Y CALZADO', 'belleza', 'Hogar y Cocina', 'electrónica']",Premium Joven,0.5468328053398501,186.2544827586207,341.373,1855806.3599999999,70082.0,89969.91,145599.865,9,55,2,77,88,20,59,69,33,46,-0.06343448988392275,-0.06038753057745577,0.030846571381483445
151,1168,1764.99,2023-07-24,31,{'$oid': '69fd6ef6476e52befdc83dc3'},Dr. Salvador Mena,Femenino,19,"{'ciudad': 'Saltillo', 'estado': 'Coahula'}",193537.78,95929.39,237822,"['belleza', 'Belleza', 'HOGAR Y COCINA']",Premium Joven,0.49565978456617327,88.2495,237.822,2322453.36,97608.39,97694.38,144333.29,79,85,28,5,72,98,67,8,23,56,0.04166498418686726,-0.23216026670621046,-0.08325101861000561
152,979,2675.0,2023-08-11,26,{'$oid': '69fd6ef6476e52befdc83d06'},Gabriel Treviño Montaño,Masculino,75,"{'ciudad': 'Culiacán', 'estado': 'sinalo'}",179006.77,81919.42,153095,"['Belleza', 'electrónica', 'hogar y cocina']",Estándar,0.4576305263173772,35.19736842105263,153.095,2148081.2399999998,97087.34999999999,84594.42,120122.385,15,56,26,60,15,10,32,11,45,39,-0.13344148234786635,-0.4413279839404453,-0.17891755470290657
153,799,7818.46,2023-06-13,39,{'$oid': '69fd6ef6476e52befdc83c52'},Marcela Padrón,Femenino,69,"{'ciudad': 'Oaxaca', 'estado': 'Oaxaca'}",255071.07,58101.85,661933,"['Belleza', 'ropa y calzado', 'ROPA Y CALZADO']",Estándar,0.22778601357647663,111.69228571428572,661.933,3060852.84,196969.22,65920.31,259922.135,90,68,23,6,51,52,36,29,83,13,0.4607803781400226,0.5882821330777783,-0.2698716355731394
154,799,4653.52,2020-04-30,14,{'$oid': '69fd6ef6476e52befdc83c52'},Marcela Padrón,Femenino,69,"{'ciudad': 'Oaxaca', 'estado': 'Oaxaca'}",255071.07,58101.85,661933,"['Belleza', 'ropa y calzado', 'ROPA Y CALZADO']",Estándar,0.22778601357647663,66.47885714285715,661.933,3060852.84,196969.22,62755.369999999995,259922.135,42,95,79,98,70,37,21,55,83,41,0.447495453116721,0.571215676708549,-0.32595290275893957
155,805,4890.48,2020-08-15,23,{'$oid': '69fd6ef6476e52befdc83c58'},Eugenio Trejo,No binario,56,"{'ciudad': 'Tijuna', 'estado': 'Baja Calif.'}",90578.53,45975.77,591347,"['Electrónica', 'ELECTRÓNICA', 'belleza', 'ropa y calzado', 'Hogar y Cocina']",Estándar,0.5075735102621972,85.7978947368421,591.347,1086942.3599999999,44602.76,50866.25,163558.665,77,44,36,7,23,52,70,85,22,11,-0.26147952788860773,0.412315979840067,0.2468224510147548
156,1097,6840.79,2021-11-08,22,{'$oid': '69fd6ef6476e52befdc83d7c'},Guillermo Irma Ureña,Femenino,71,"{'ciudad': 'Querétaro', 'estado': 'Querétaro'}",112938.52,100453.31,501627,['Ropa y Calzado'],Estándar,0.8894433941281138,95.01097222222222,501.627,1355262.24,12485.210000000006,107294.09999999999,156794.66,51,31,91,46,25,27,66,39,42,41,-0.09870326505882898,0.04457759117109883,0.5714365515800259
157,694,4273.88,2022-10-08,5,{'$oid': '69fd6ef6476e52befdc83be9'},Teodoro Ana María Arreola Villalobos,Prefiere no decir,74,"{'ciudad': 'Cuernavaca', 'estado': 'Moreloz'}",157398.98,132009.56,721014,"['Electrónica', 'belleza']",Estándar,0.838688543670717,56.98506666666667,721.014,1888787.7600000002,25389.420000000013,136283.44,222902.29000000004,63,58,6,57,95,34,9,13,33,75,0.2515512577173469,0.39625660521467704,0.6518460338998511
158,516,5946.95,2022-12-18,50,{'$oid': '69fd6ef6476e52befdc83b37'},José Casillas Arias,Masculino,69,"{'ciudad': 'Mochis', 'estado': 'Sinaloa'}",216500.36,27879.99,290961,"['Deportes', 'BELLEZA', 'hogar y cocina', 'ELECTRÓNICA', 'deportes']",Estándar,0.12877512640105357,84.95642857142857,290.961,2598004.32,188620.37,33826.94,166442.38,96,87,35,54,46,62,76,64,10,47,0.005755530756167415,-0.01003534172503312,-0.5931332010340062
159,445,4875.09,2023-02-05,25,{'$oid': '69fd6ef6476e52befdc83af0'},Concepción Gonzalo Vallejo,Prefiere no decir,60,"{'ciudad': 'Monterrey', 'estado': 'Nvo Leon'}",7355.54,872.6,188814,"['DEPORTES', 'HOGAR Y COCINA']",Estándar,0.1186155448077493,79.91950819672131,188.814,88266.48,6482.94,5747.6900000000005,41440.57,52,53,38,92,93,16,44,49,47,49,-0.9702896016733429,-0.12883839031414934,-0.2119037373149421
160,391,5418.41,2023-12-02,69,{'$oid': '69fd6ef6476e52befdc83aba'},Indira Becerra Nevárez,Prefiere no decir,77,"{'ciudad': 'Monterrey', 'estado': 'Nuevo León'}",218374.86,110188.95,717305,['DEPORTES'],Estándar,0.5045839315755871,69.46679487179487,717.305,2620498.32,108185.90999999999,115607.36,252648.43,96,84,35,46,23,59,59,19,96,65,0.4360029386645896,0.5036213563928036,0.207374666176752
161,791,344.06,2022-12-17,10,{'$oid': '69fd6ef6476e52befdc83c4a'},Noelia Melgar Otero,Masculino,47,"{'ciudad': 'Tapachula', 'estado': 'Chiapas'}",140024.7,41224.12,15931,"['Hogar y Cocina', 'BELLEZA']",Estándar,0.2944039558452484,7.167916666666667,15.931,1680296.4000000001,98800.58000000002,41568.18,73198.55,4,79,74,10,10,21,24,67,79,35,-0.4543054185848987,-0.5414894546844264,-0.4252006939074326
162,204,7724.94,2021-05-21,42,{'$oid': '69fd6ef6476e52befdc839ff'},Ilse Robles,Masculino,76,"{'ciudad': 'Mazatlán', 'estado': 'Sinaloa'}",249293.56,194235.72,429900,['Ropa y Calzado'],Estándar,0.7791414301218607,100.3238961038961,429.9,2991522.7199999997,55057.84,201960.66,210626.78,94,23,94,4,73,16,63,98,39,35,0.5542053637629452,-0.19063133285196204,0.3616478520165933
163,204,1845.64,2022-08-11,66,{'$oid': '69fd6ef6476e52befdc839ff'},Ilse Robles,Masculino,76,"{'ciudad': 'Mazatlán', 'estado': 'Sinaloa'}",249293.56,194235.72,429900,['Ropa y Calzado'],Estándar,0.7791414301218607,23.969350649350652,429.9,2991522.7199999997,55057.84,196081.36000000002,210626.78,23,28,53,67,77,81,78,83,46,67,0.5286856921188448,-0.20272217238474863,0.3288139960538557
164,675,6429.54,2021-06-23,73,{'$oid': '69fd6ef6476e52befdc83bd6'},Dr. Felipe Batista,No binario,45,"{'ciudad': 'Hermosiyo', 'estado': 'Sonora'}",115863.63,92121.62,333228,['deportes'],Estándar,0.7950797409010842,139.77260869565217,333.228,1390363.56,23742.01000000001,98551.15999999999,124577.41500000001,15,16,38,25,32,79,41,96,72,4,-0.20889274832111226,-0.18770784782250047,0.3396292232838341
165,172,8245.63,2023-09-10,24,{'$oid': '69fd6ef6476e52befdc839df'},Anabel Rodríquez,Masculino,84,"{'ciudad': 'Tapachula', 'estado': 'Chiapas'}",195539.2,101998.64,560150,['ropa y calzado'],Estándar,0.5216249139563117,97.00741176470588,560.15,2346470.4000000004,93540.56000000001,110244.27,209799.6,43,37,93,87,51,13,76,52,51,24,0.24070910044133154,0.2341523487603318,0.12036418047362663
166,123,192.08,2020-06-12,73,{'$oid': '69fd6ef6476e52befdc839ae'},Mtro. Patricio Galarza,Femenino,34,"{'ciudad': 'Selaya', 'estado': 'Guanajuato'}",230051.9,35211.76,556468,"['ROPA Y CALZADO', 'Deportes', 'DEPORTES']",Estándar,0.1530594050324947,5.488,556.468,2760622.8,194840.13999999998,35403.840000000004,226319.55,29,21,59,91,41,33,91,78,25,94,0.24997238934554322,0.49393199761195355,-0.45667224205963186
167,406,6906.56,2022-06-23,29,{'$oid': '69fd6ef6476e52befdc83ac9'},Nancy Cantú,Prefiere no decir,48,"{'ciudad': 'Durango', 'estado': 'Durango'}",57202.23,5165.38,112848,"['ropa y calzado', 'ELECTRÓNICA', 'Ropa y Calzado']",Estándar,0.09029874711620305,140.95020408163265,112.848,686426.76,52036.850000000006,12071.94,51170.715000000004,36,79,43,78,65,54,74,71,82,96,-0.795580430739931,-0.2512119598190113,-0.4055047310854033
168,1028,9486.8,2023-05-30,62,{'$oid': '69fd6ef6476e52befdc83d37'},Lic. Cristobal Muro,Masculino,64,"{'ciudad': 'Cancún', 'estado': 'Q Roo'}",21931.35,6005.81,78234,"['Hogar y Cocina', 'electrónica', 'Deportes', 'belleza', 'deportes']",Estándar,0.2738334013455011,145.95076923076923,78.234,263176.19999999995,15925.539999999997,15492.61,26612.475,13,17,4,61,65,69,2,20,15,84,-0.9486840535735253,-0.3838769719460447,-0.165024682598476
169,707,3487.2,2020-11-20,29,{'$oid': '69fd6ef6476e52befdc83bf6'},Zeferino Diego Caballero,No binario,49,"{'ciudad': 'Villahermosa', 'estado': 'Tabasco'}",251841.36,113821.49,251734,['Electrónica'],Estándar,0.45195530251543076,69.744,251.734,3022096.32,138019.87,117308.69,176267.47999999998,32,37,5,38,40,27,95,96,58,36,0.29915049123095705,-0.2693803898861965,-0.2513504333375005
170,856,6966.59,2022-12-27,44,{'$oid': '69fd6ef6476e52befdc83c8b'},Ing. Nadia Olivas,No binario,55,"{'ciudad': 'La Paz', 'estado': 'Baja California Sur'}",304607.49,4866.75,715847,"['Deportes', 'electrónica', 'Ropa y Calzado']",Estándar,0.015977066167788035,124.40339285714286,715.847,3655289.88,299740.74,11833.34,295473.145,71,77,68,32,18,52,28,54,59,77,0.6040500470368213,0.8323107875028237,-0.6944021012421351
171,10,2367.05,2020-06-13,58,{'$oid': '69fd6ef6476e52befdc8393d'},Ing. Santiago Cazares,No binario,19,"{'ciudad': 'Toloc', 'estado': 'Estado de México'}",206825.81,163481.48,381173,"['Deportes', 'DEPORTES']",Premium Joven,0.7904269277275998,118.3525,381.173,2481909.7199999997,43344.32999999999,165848.53,179647.505,59,19,45,23,36,65,16,95,26,56,0.31477179764300733,-0.1814724377632137,0.3496626280725776
172,803,5885.91,2022-05-05,21,{'$oid': '69fd6ef6476e52befdc83c56'},Dr. Óscar Hernández,Femenino,69,"{'ciudad': 'Toluca', 'estado': 'Estado de México'}",29581.61,24580.43,725230,"['deportes', 'BELLEZA', 'electrónica']",Estándar,0.8309080909358573,84.08442857142857,725.23,354979.32,5001.18,30466.34,159836.805,86,30,80,37,31,44,59,86,41,4,-0.43261022689325734,0.573167553810247,0.64684624505179
173,1195,4687.56,2021-04-24,11,{'$oid': '69fd6ef6476e52befdc83dde'},Eugenio Murillo Rodrígez,Masculino,39,"{'ciudad': 'Morelía', 'estado': 'Michoacán'}",327902.84,98216.02,676927,"['Belleza', 'belleza', 'DEPORTES', 'deportes', 'Hogar y Cocina']",Estándar,0.2995268978856728,117.18900000000001,676.927,3934834.08,229686.82,102903.58,299336.82,28,45,25,3,54,30,1,5,44,92,0.8547318297898705,0.5781749757961732,-0.2853852670322443
174,505,2897.09,2022-07-01,45,{'$oid': '69fd6ef6476e52befdc83b2c'},Eduardo Sergio Botello,No binario,44,"{'ciudad': 'La Paz', 'estado': 'Baja California Sur'}",89177.19,14918.54,477890,"['hogar y cocina', 'Hogar y Cocina', 'DEPORTES', 'ROPA Y CALZADO']",Estándar,0.16728910959058488,64.37977777777778,477.89,1070126.28,74258.65,17815.63,140166.595,66,18,78,99,63,23,86,95,85,40,-0.41428139297681077,0.3703200029243195,-0.1863373253089636
175,642,3294.71,2021-11-16,75,{'$oid': '69fd6ef6476e52befdc83bb5'},Julio César Saavedra,No binario,36,"{'ciudad': 'Zacatecas', 'estado': 'Zacatecas'}",226273.88,187235.47,706153,"['ROPA Y CALZADO', 'BELLEZA', 'ropa y calzado', 'deportes']",Estándar,0.8274690942273397,89.04621621621622,706.153,2715286.56,39038.41,190530.18,254367.54,42,78,11,13,1,79,1,79,22,43,0.6198081215195783,0.3112768652027315,0.6075750836934879
176,74,1265.04,2020-01-30,37,{'$oid': '69fd6ef6476e52befdc8397d'},Alvaro Castellanos Zepeda,Prefiere no decir,49,"{'ciudad': 'Oaxaca', 'estado': 'Oaxaca'}",330463.62,188759.15,476102,['BELLEZA'],Estándar,0.5711932188081132,25.3008,476.102,3965563.44,141704.47,190024.19,260452.21000000002,45,62,29,34,52,83,31,62,98,58,0.8787776752124803,-0.028774723015599413,0.0081340341498643
177,736,7901.22,2022-02-07,68,{'$oid': '69fd6ef6476e52befdc83c13'},Mtro. Jesús Castañeda,No binario,30,"{'ciudad': 'Campeche', 'estado': 'Campeche '}",242532.32,87447.91,268557,['deportes'],Estándar,0.3605603964024407,254.87806451612903,268.557,2910387.84,155084.41,95349.13,174977.56,62,36,34,88,57,94,22,17,37,62,0.24896899853831167,-0.15234470664491934,-0.31530966711244807
178,992,9116.42,2023-09-30,46,{'$oid': '69fd6ef6476e52befdc83d13'},Zoé Marín,Prefiere no decir,44,"{'ciudad': 'Colima', 'estado': 'Colima'}",215461.74,1230.68,61172,"['Electrónica', 'ropa y calzado', 'deportes', 'Belleza']",Estándar,0.005711799636447583,202.5871111111111,61.172,2585540.88,214231.06,10347.1,119965.26999999999,57,84,86,65,9,16,98,53,14,7,-0.16156737385570386,-0.3054088750164574,-0.8990670477449865
179,24,8420.23,2020-02-28,75,{'$oid': '69fd6ef6476e52befdc8394b'},Natividad Alcaraz,No binario,28,"{'ciudad': 'Hermosillo', 'estado': 'Sonorra'}",199360.07,16574.72,332428,"['DEPORTES', 'Belleza', 'ROPA Y CALZADO', 'ropa y calzado', 'belleza']",Premium Joven,0.08313920064734805,290.35275862068966,332.428,2392320.84,182785.35,24994.95,166165.635,6,52,14,76,86,55,76,37,4,9,-0.021062535270402805,0.17190787600175234,-0.6003158692494954
